objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,specobjid,class,redshift,plate,mjd,fiberid
1237661069788971347,158.833597574473,13.6617309307865,18.62212,16.91893,16.04217,15.56958,15.16996,3631,301,4,282,35.57488,170.777,382.9408,591.7898,855.0954,1968178367609989120,GALAXY,0.03273569,1748,53112,383
1237664818742820871,161.072464533413,34.9447053493185,17.33657,15.75888,15.02223,14.61388,14.31966,4504,301,3,42,116.2438,497.1052,979.736,1427.075,1871.271,2280049348622444544,GALAXY,0.0670655,2025,53431,371
1237660963481452601,150.31417092427,40.6768523959593,19.03462,17.81739,17.18403,16.83871,16.59561,3606,301,6,174,24.32971,74.65216,133.7786,183.8719,230.013,1370233425595754496,GALAXY,0.07129726,1217,52672,48
1237655464320893208,241.295973572043,46.3919217413754,17.61736,16.58084,16.18725,16.01218,15.85047,2326,301,3,299,89.75467,233.166,335.0412,393.6673,456.89,915394596907804672,GALAXY,0.009517425,813,52354,138
1237653438692917286,348.310847879092,-8.48681645449443,19.22836,18.77185,18.54111,18.21672,18.15891,1854,301,6,85,20.35334,30.99253,38.33125,51.67802,54.49466,817548780126627840,QSO,1.782903,726,52226,529
1237663783674118225,31.019574013473,-0.213939307276535,17.79812,16.39548,15.90538,15.74168,15.66751,4263,301,3,323,75.98863,276.5718,434.3565,505.0423,540.7488,8255120494204047360,STAR,-0.0002026961,7332,56683,81
1237663783122239504,356.735489261565,-0.840064195064429,17.73818,16.91551,16.62435,16.52587,16.51668,4263,301,2,94,80.30183,171.3159,224.007,245.2753,247.3578,9870766255199506432,STAR,-0.0003497355,8767,57310,6
1237661950271094963,223.458851351901,10.1321291128857,16.98012,15.74776,15.20356,14.90562,14.65907,3836,301,4,493,161.4179,502.2213,829.0383,1090.815,1368.903,1928831531372013568,GALAXY,0.02945024,1713,53827,600
1237652629096431683,354.958988192198,-10.5953344842649,19.06886,17.0935,16.14655,15.71734,15.36875,1666,301,2,159,23.5743,145.4122,347.8398,516.4943,712.0294,728472125966411776,GALAXY,0.08925453,647,52553,54
1237662238549737593,207.220712906252,9.91812982776486,18.93501,18.38981,18.29353,18.17738,18.20354,3903,301,5,172,26.66766,44.06314,48.14888,53.585,52.29938,2033467100688836608,QSO,0.6201885,1806,53559,334
1237663783141507082,40.769732879618,-0.710461590828431,19.21778,18.10736,17.6724,17.48396,17.43564,4263,301,2,388,20.5526,57.15498,85.31739,101.4882,106.1015,1756407483737335808,STAR,-0.0001297212,1560,53317,13
1237654029254590774,171.063810373655,1.97500759403675,19.35602,18.25686,17.73287,17.39687,17.21363,1992,301,2,141,18.09523,49.80313,80.69603,109.9645,130.1774,576547372264351744,GALAXY,0.07327884,512,51992,315
1237655129848086581,261.32400947455,26.9357830577715,16.50886,15.58079,15.31585,15.21198,15.1972,2248,301,4,265,249.1478,585.711,747.5847,822.6348,833.9124,2456756543199143936,STAR,-0.000301121,2182,53905,156
1237658423541301454,131.310204756425,4.25437110640279,18.68492,17.62248,16.98084,16.60057,16.31566,3015,301,3,115,33.57581,89.33239,161.3113,228.9667,297.6686,1337608716207286272,GALAXY,0.09654294,1188,52650,144
1237665101682049205,233.242143407229,24.365933076404,19.37346,17.54799,16.63976,16.2142,15.87623,4570,301,2,168,17.80689,95.67655,220.85,326.8282,446.1765,2437668471786465280,GALAXY,0.09254488,2165,53917,346
1237660614514769922,179.647291601015,10.3092486136575,18.27879,17.13506,16.9719,16.96258,16.95152,3525,301,4,165,48.80701,139.9505,162.6438,164.0464,165.7224,1382714807655884800,STAR,0.0005539944,1228,52728,399
1237662661595955234,214.281475574967,35.1533474708731,17.51169,16.15876,15.62346,15.37796,15.27945,4002,301,1,49,98.92886,343.9501,563.1403,706.0208,773.0734,3727934389078827008,STAR,-0.000674314,3311,54943,290
1237664852568113177,209.180205814128,34.4776220206887,19.0496,18.77565,18.64824,18.4373,18.51514,4512,301,2,79,23.99632,30.88422,34.72935,42.17683,39.24547,2069469507885230080,QSO,1.515087,1838,53467,238
1237662223541338226,215.198858226274,34.6263299424421,19.3903,18.39358,18.08253,17.92511,17.89758,3900,301,1,538,17.53281,43.91013,58.47686,67.60091,69.32925,3727914872747433984,STAR,0.000157217,3311,54943,219
1237657627906605105,145.446562466245,43.7641008183577,18.24921,16.14925,15.29474,15.0065,14.84209,2830,301,1,237,50.15486,346.9759,762.2631,994.0308,1156.553,3739176895154069504,STAR,9.664504e-05,3321,54924,230
1237666228063764490,330.346329029912,-8.18019870799885,19.11427,17.57513,16.73126,16.29545,15.95757,4832,301,4,573,22.60859,93.31382,203.0,303.2633,413.9706,806153716108388352,GALAXY,0.09834058,716,52203,34
1237656495101247541,330.904486147226,12.10659971156,17.06546,17.29072,17.72801,18.04539,18.37856,2566,301,3,119,149.2158,121.2584,81.05816,60.51149,44.50986,5701704011436281856,STAR,0.0001218938,5064,55864,534
1237648705123450920,205.042150249786,0.552370807228222,17.34612,16.41438,16.1093,15.99516,15.94725,752,301,5,411,115.2263,271.8,359.9799,399.885,417.926,4555652251134480384,STAR,-8.220549e-05,4046,55605,950
1237649962994696340,56.0997775024856,-6.05111096879478,18.79827,17.8402,17.46242,17.33347,17.2929,1045,301,4,147,30.24695,73.10004,103.5215,116.5768,121.0105,2308248522836699136,STAR,1.232486e-05,2050,53401,559
1237662199900668107,242.579958173529,7.32593573393221,17.38581,16.25417,16.21999,16.26639,16.31972,3894,301,5,258,111.0903,315.0152,325.0889,311.4906,296.5591,1947853351890741248,STAR,-0.001155051,1730,53498,169
1237661382776914021,157.866418375708,38.7823303236023,19.25882,17.67763,16.74664,16.32257,16.00492,3704,301,3,163,19.79025,84.90755,200.1439,295.7825,396.3038,1610081447371106304,GALAXY,0.1492963,1430,53002,162
1237665328781656116,193.152259431508,31.145827596755,19.02068,17.91112,17.44735,17.0913,17.01935,4623,301,1,217,24.64415,68.47833,104.9684,145.7061,155.6862,2245121169688651776,GALAXY,0.1198216,1994,53845,279
1237666228574552740,277.853207622075,21.7354092832092,18.55973,16.47711,15.65108,15.35645,15.19036,4832,301,5,175,37.67914,256.5402,548.996,720.1473,839.1776,2853162645928830976,STAR,-5.54643e-05,2534,53917,481
1237655465923706953,219.783698573404,58.8482433195966,18.74202,17.64489,17.56422,17.59341,17.62685,2326,301,6,180,31.85535,87.50687,94.25611,91.75584,88.96739,889615448742586368,STAR,-0.0004033737,790,52441,562
1237656243310756199,339.147855240509,14.4639410759476,19.28516,18.15318,17.75514,17.47098,17.32907,2507,301,6,149,19.31589,54.79315,79.0578,102.7089,117.0459,831079375167318016,GALAXY,0.08316182,738,52521,601
1237657591393288276,169.623210368906,54.7323220811409,17.68759,16.35314,15.66796,15.28808,15.04887,2821,301,5,144,84.13264,287.5703,540.5254,766.9482,955.983,1139569354719913984,GALAXY,0.07077447,1012,52649,577
1237648720149020696,161.741646701087,-0.84602936624305,17.70241,17.84848,18.15799,18.38987,18.71965,756,301,1,307,82.99184,72.54465,54.55082,44.06014,32.50249,2712356168134584320,STAR,5.778568e-05,2409,54210,230
1237654381983170644,155.73684080392,58.8632576193853,19.32242,17.25951,16.24767,15.82251,15.45082,2074,301,3,208,18.66417,124.7946,316.9076,468.8096,660.1918,629423441635731456,GALAXY,0.1185984,559,52316,165
1237662500006330615,240.14860851084,36.9473282100032,19.15731,17.95292,17.47702,17.31019,17.18824,3964,301,4,179,21.72987,65.89197,102.1391,119.1026,133.2573,3915996233373687808,STAR,-0.001062211,3478,55008,423
1237662963317866551,354.933285056852,45.2834533369262,18.95882,17.36343,16.63197,16.29483,16.08847,4072,301,3,56,26.08915,113.4035,222.4399,303.4356,366.9527,2123474491525851136,STAR,-0.0004464209,1886,53237,99
1237662198817947802,221.850217472173,9.68807510200156,18.10272,16.23294,15.36078,14.95119,14.61665,3894,301,3,121,57.39944,321.237,717.2809,1045.98,1423.44,1928739447273187328,GALAXY,0.06004234,1713,53827,265
1237662301366321244,229.200616364275,42.4350304797721,19.31705,18.09878,17.48624,17.13544,16.84062,3918,301,2,213,18.75673,57.60858,101.2749,139.9018,183.5454,1889379123411838976,GALAXY,0.1162521,1678,53433,433
1237662499473719586,248.176148592465,29.8708691288734,18.96425,17.9182,17.50364,17.20382,17.05576,3964,301,3,244,25.95892,68.03291,99.66555,131.362,150.5516,1897200499879340032,GALAXY,0.05641555,1685,53463,215
1237661070872543424,182.01016047788,15.854506749362,18.1914,16.29653,15.4202,15.02189,14.6544,3631,301,6,432,52.89772,302.9613,679.0764,980.0373,1374.797,1987304653192194048,GALAXY,0.06267434,1765,53466,332
1237663782594281518,17.1542288339168,-1.05982436839228,18.09919,16.56941,15.96718,15.74956,15.65699,4263,301,1,230,57.58656,235.6321,410.3266,501.3886,546.0132,2604230736294733824,STAR,-0.0001387557,2313,53726,88
1237662303508168754,213.883922151839,49.9359120497994,18.91703,17.994,17.72573,17.62908,17.58481,3918,301,6,127,27.11281,63.44538,81.22786,88.79082,92.47993,7595581188078850048,STAR,0.0004829586,6746,56386,947
1237658493878337647,153.065672871016,9.39358917096758,19.24347,17.83226,17.42928,17.12698,17.13867,3031,301,6,221,20.07206,73.63683,106.7301,140.9961,139.4827,1392840760562313216,GALAXY,0.05286003,1237,52762,373
1237657627904245954,139.312938159441,40.8361540108676,19.00802,17.94713,17.34417,16.82088,16.73007,2830,301,1,201,24.93313,66.24385,115.4334,186.9167,203.2207,1056196137754585088,GALAXY,0.1457924,938,52708,371
1237658613053980840,166.810657089932,48.727814654125,18.78754,17.85422,17.36768,17.02727,16.81839,3059,301,4,73,30.54732,72.16263,112.961,154.5575,187.3424,1085509391588812800,GALAXY,0.1118532,964,52646,516
1237658800961159186,172.977047670313,53.7495954789383,16.81071,15.43526,14.81304,14.4877,14.26411,3103,301,2,109,188.6756,669.7251,1187.909,1602.945,1969.491,1141699934349715456,GALAXY,0.04648333,1014,52707,136
1237649918433427546,25.6624801609414,12.959849036312,19.21028,17.66543,16.89748,16.51255,16.22537,1035,301,1,132,20.69513,85.86707,174.1833,248.3016,323.4818,479635041157146624,GALAXY,0.08027646,426,51882,6
1237651539782140035,162.291098479455,66.662100868697,18.77638,17.34442,16.53557,16.03503,15.71632,1412,301,5,110,30.86294,115.4071,243.0936,385.4685,516.9775,551797639344056320,GALAXY,0.09892092,490,51929,388
1237657589241806990,156.223799360342,50.2811139045132,19.49831,19.08253,18.68648,18.67387,18.60205,2821,301,1,83,15.8724,23.27991,33.52754,33.91883,36.22419,1134923369309825024,QSO,0.9817515,1008,52707,59
1237662635840372897,243.855378219788,6.99835415454437,18.22521,16.4557,15.66819,15.29285,15.10465,3996,301,1,266,51.2757,261.6497,540.4099,763.5894,908.1133,3713331225075752960,STAR,-0.0002353927,3298,54924,412
1237651735778754712,229.837551497549,1.3472289677998,18.87135,17.91324,17.54992,17.41995,17.36638,1458,301,2,701,28.27806,68.34463,95.5058,107.6507,113.0913,4516066534502977536,STAR,-0.0002827414,4011,55635,298
1237649963531567166,56.0522505563503,-5.5068796282217,17.28316,15.7648,15.15402,14.9322,14.81201,1045,301,5,147,122.1061,494.4026,867.7474,1064.439,1189.038,2308252920883210240,STAR,-9.417352e-05,2050,53401,575
1237655109454790740,199.184671029887,60.1268086783427,19.26333,18.88416,18.67048,18.65798,18.67527,2243,301,6,384,19.70817,27.94678,34.0252,34.41868,33.85985,3644707405163503616,QSO,1.367859,3237,54883,616
1237649961922134086,58.8875554311984,-6.4619552151645,17.77888,16.35308,15.78462,15.58232,15.47066,1045,301,2,165,77.34753,287.5853,485.4579,584.8843,648.238,8166246143271129088,STAR,8.377125e-05,7253,56598,342
1237654399700566322,221.525129211905,60.114914084184,19.44289,18.06246,17.2819,16.88845,16.67794,2078,301,4,218,16.70373,59.56833,122.2469,175.6377,213.2151,684673896988829696,GALAXY,0.1092367,608,52081,461
1237661353780314250,181.951363932329,58.0121244288162,19.37948,18.03847,17.42186,17.0602,16.85277,3697,301,5,78,17.70844,60.89905,107.462,149.9413,181.5037,1479565844546611200,GALAXY,0.0834223,1314,53050,485
1237661064408465539,131.844457901495,7.08614467285376,17.65586,16.42583,16.52044,16.27478,16.67713,3630,301,2,102,86.62773,268.9473,246.5049,309.0916,213.3755,2608810209371514880,STAR,0.0003988206,2317,54152,364
1237655108911235120,168.673419418669,59.5083344574577,18.39792,17.10801,16.61596,16.39306,16.22252,2243,301,5,282,43.73464,143.4821,225.7441,277.1877,324.3329,1069770427896719360,GALAXY,0.1440196,950,52378,602
1237665533324558466,219.323533807074,24.4674520157475,19.05647,18.36529,17.61426,17.18035,16.91437,4670,301,6,142,23.84494,45.06953,90.01066,134.2335,171.4921,2408362912839133184,STAR,-4.003981e-05,2139,53878,229
1237662525235134600,199.509011061315,14.2305403302651,19.37079,17.62542,16.71096,16.31279,15.98164,3970,301,3,116,17.85078,89.09069,206.8312,298.4595,404.8966,1996263467996178432,GALAXY,0.09505992,1773,53112,156
1237662301367369756,231.86707458661,41.118610256085,17.62069,16.65837,16.34738,16.23663,16.20753,3918,301,2,229,89.47915,217.0963,289.1006,320.1464,328.8398,9594035135919181824,STAR,-9.847721e-05,8521,58175,880
1237657071696871476,29.4100450664364,0.668736476122641,18.68896,17.31951,16.85541,16.70558,16.64307,2700,301,5,62,33.45098,118.0853,181.0655,207.8584,220.1747,8255272226808680448,STAR,5.488189e-05,7332,56683,633
1237655125539750038,169.946034741665,5.01742028236932,19.25275,19.04301,19.024,18.71753,18.70898,2247,301,4,61,19.90112,24.14283,24.5692,32.58188,32.82377,940299909196703744,QSO,1.702273,835,52326,631
1237661083198488891,47.7085159029568,42.1354566830587,18.31246,18.52764,18.90508,19.20429,19.59386,3634,301,5,95,47.31661,38.81,27.4133,20.809,14.49863,2721392222120470528,STAR,0.0002238201,2417,53766,335
1237661360761077854,201.852365790855,45.4386347177193,16.43977,15.5745,15.36741,15.27446,15.22764,3699,301,2,100,265.5171,589.1163,712.9113,776.6317,810.8575,1647260884331948032,GALAXY,0.004214422,1463,53063,252
1237651735769972762,209.672612437512,1.72125347076658,18.00293,17.88638,17.82331,17.62658,17.56761,1458,301,2,567,62.92567,70.05608,74.2463,88.99529,93.95735,4544172245615136768,QSO,1.794815,4036,55330,146
1237663782602080329,35.0202997183926,-1.05526432836948,17.67957,16.41415,15.95386,15.8267,15.76152,4263,301,1,349,84.75568,271.856,415.3885,467.0051,495.8959,1207043909314701312,STAR,4.772203e-05,1072,52643,288
1237661813878751422,169.27868405369,12.9253272304646,18.70708,17.59537,17.22751,16.9892,16.90959,3804,301,6,79,32.89733,91.5909,128.5271,160.0739,172.2492,1807158187418216448,GALAXY,0.01961944,1605,53062,323
1237662307271967065,237.002868606913,30.0514662389079,19.47347,18.1941,17.70786,17.3787,17.24362,3919,301,5,214,16.23972,52.76642,82.57642,111.8201,126.6303,1565116371946203136,GALAXY,0.08915834,1390,53142,420
1237657118409359634,126.41938756403,36.8183482564692,18.49362,17.04882,16.408,16.0561,15.80935,2711,301,4,134,40.04494,151.5211,273.4008,378.0602,474.5244,931180009765234688,GALAXY,0.06525052,827,52312,221
1237654604787482939,156.973852880245,3.97546247582968,18.76562,17.4734,16.8735,16.53303,16.27541,2126,301,2,252,31.17052,102.4803,178.0735,243.6627,308.9105,647401006556014592,GALAXY,0.04374234,575,52319,31
1237662237476454445,208.229800233022,9.09637358878036,19.07557,17.01884,16.08209,15.64062,15.35126,3903,301,3,179,23.42905,155.7632,369.1164,554.3079,723.5919,2033421196078376960,GALAXY,0.06650545,1806,53559,167
1237664336638181457,165.153062634051,34.6462402716116,18.08035,16.63899,15.97037,15.54814,15.23124,4392,301,1,125,58.59474,221.0065,409.1195,603.593,808.1747,2232811030742853632,GALAXY,0.03128239,1983,53442,551
1237662698110779481,238.295125331442,25.1945063637702,17.58634,16.59249,16.19747,16.02095,15.929,4010,301,5,165,92.35517,230.6777,331.9042,390.4974,425.0113,2768644846888445952,STAR,-0.0006566364,2459,54544,207
1237661972798898220,191.231145114413,8.43557412114815,19.18006,17.81007,17.12182,16.7263,16.42289,3841,301,6,176,21.27934,75.15763,141.6683,203.9301,269.6762,2014269914289825792,GALAXY,0.1010644,1789,54259,127
1237663782593822860,16.1273965804642,-1.24174579433623,18.09185,18.06674,17.85742,17.84977,17.976,4263,301,1,223,57.977,59.3341,71.95029,72.45875,64.49768,445913293303867392,QSO,1.155302,396,51816,207
1237665017386303517,165.075763102723,34.0721165137524,18.97709,18.1687,17.91909,17.82141,17.81015,4550,301,5,61,25.6539,54.01572,67.97733,74.37623,75.14442,11560993823279828992,STAR,0.0003967955,10268,58487,922
1237662237481369804,219.537706949573,8.09177420651612,18.9346,17.03251,16.1053,15.60285,15.16071,3903,301,3,254,26.67768,153.8146,361.3092,573.9308,862.4172,2041331088499959808,GALAXY,0.05202853,1813,53903,271
1237653650772066444,25.572690700922,13.1664472237798,19.28187,17.39103,16.63589,16.36403,16.21308,1904,301,1,316,19.37447,110.557,221.6382,284.6996,327.1636,2137039716619413504,STAR,-1.083246e-05,1898,53260,297
1237657873795907744,151.152792615663,44.277443581111,18.36198,17.37042,17.07582,16.87012,16.781,2887,301,3,274,45.20687,112.676,147.7986,178.6293,193.9065,1061803366608300032,GALAXY,0.0425377,943,52376,290
1237658302206967960,167.770414208699,57.9485506818672,16.29543,14.88698,14.24341,13.9037,13.63678,2987,301,1,92,303.2675,1109.706,2007.4,2744.861,3509.829,1069618145536272384,GALAXY,0.0338969,950,52378,48
1237661418745757741,199.341623949376,57.6338403120608,17.24697,16.22577,15.8844,15.76196,15.71708,3712,301,6,140,126.2445,323.3635,442.8322,495.6975,516.6134,1485217329968080896,STAR,-0.0002399751,1319,52791,565
1237659144559394964,215.283678897639,55.3533187534569,19.16184,17.94783,17.28898,16.91485,16.65211,3183,301,2,122,21.6395,66.2015,121.4531,171.4198,218.3487,1306057680695093248,GALAXY,0.1292664,1160,52674,50
1237663229612458215,325.762525460103,72.5603682389679,17.9719,15.77729,14.72147,14.21398,13.94405,4134,301,3,157,64.75,488.7452,1292.442,2062.565,2644.727,2857539257902327808,STAR,-0.0001967321,2538,54271,19
1237657857683095682,177.731712721317,53.1031450985381,18.79584,17.64624,17.17088,16.83204,16.67062,2883,301,5,172,30.31483,87.39841,135.409,185.0043,214.6578,992043201982392320,GALAXY,0.07311068,881,52368,456
1237663783669923987,21.4333949226762,-0.262118525048716,19.36409,19.32932,19.34186,19.06568,19.07825,4263,301,3,259,17.96135,18.54643,18.33324,23.64311,23.34873,783657708304754688,QSO,1.890537,696,52209,114
1237661068182814849,169.410730628504,13.3759713219203,17.35909,15.80527,14.99933,14.58599,14.30395,3631,301,1,350,113.8578,476.3126,1000.618,1464.21,1898.535,6040471516772323328,GALAXY,0.04821962,5365,55945,67
1237655369822896206,174.839023772807,62.0843292052371,19.37496,18.03398,17.44206,17.08253,16.80809,2304,301,3,166,17.7824,61.15141,105.4814,146.8887,189.1281,874907004789876736,GALAXY,0.06313616,777,52320,301
1237659895637016816,261.406552254456,56.9991566935022,18.6533,16.75466,15.88181,15.49197,15.19473,3358,301,1,49,34.56792,198.6714,443.8907,635.6394,835.8137,403177750266931200,GALAXY,0.07962759,358,51818,384
1237664093971742985,127.064308236525,24.6391743761526,19.02814,17.21512,16.29291,15.86269,15.53878,4335,301,5,113,24.4754,130.003,303.974,451.7781,608.82,2170851624442947584,GALAXY,0.08839526,1928,53327,424
